,index,iteration,params,duration_in_second,silhouette_score,davies_bouldin_score,dunn_fast,silhouette_score_std,davies_bouldin_score_std,dunn_fast_std
10,687,687,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.32131423950195315,0.55411345,0.47136696194977573,0.561600447065232,0.054258212,0.4132535706955877,0.184871474145312
11,275,275,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.33053021430969237,0.5511028,0.34175119770897655,0.6383954701703524,0.0021222346,0.003725262245626613,0.008166572195462926
12,513,513,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.34723749160766604,0.55092776,0.3407012929355408,0.6342694209181895,0.0015804111,0.002988321142066197,0.0066158452920315886
13,290,290,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.33915808200836184,0.55080813,0.34132717430440856,0.6348242393554404,0.0025710058,0.003220424181489758,0.011000242881591887
14,548,548,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.34446001052856445,0.5505732,0.34209926165279014,0.6366793011842401,0.0018860883,0.0018599499734515633,0.009482618930699184
15,725,725,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.30034193992614744,0.5502102,0.34219208425275255,0.6374558991313505,0.002497458,0.00310464108051593,0.006432850444325336
16,871,871,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.23204216957092286,0.55013883,0.343572825368378,0.6342185614573786,0.0017282956,0.0024892919066287138,0.004475466954916614
17,137,137,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.3311296463012695,0.550092,0.3427451344283087,0.6312441073588563,0.0016231722,0.001980697063266111,0.005947512108685624
18,476,476,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.35763466358184814,0.54984796,0.3429518452816236,0.634520921516165,0.0017795358,0.0016646693204636688,0.005132166914600423
19,926,926,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.22455050945281982,0.5494808,0.3428011190717018,0.6356354022358548,0.0011246891,0.0012335998024805093,0.005410728844422469
20,718,718,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.34207189083099365,0.54295665,0.6140504469559712,0.5555153036734777,0.12890498,0.86691256862312,0.17949749860136488
21,504,504,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.34447569847106935,0.5412166,0.9531904399643745,0.5487247930021368,0.17069295,1.9011225206668625,0.18054017691394078
22,457,457,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.3237508773803711,0.5358659,0.4072750025350623,0.556839546733914,0.12705885,0.23478319417173896,0.18360730761239222
23,739,739,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.22451820373535156,0.5347555,0.6944245326406846,0.5488774431827491,0.14994442,1.1043522038462936,0.18231997120776197
24,732,732,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.22925641536712646,0.53455746,0.3656328721228731,0.5721210428803115,0.08927801,0.092339777820575,0.175392452298962
25,22,22,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.3379079580307007,0.5338304,0.5479846157491564,0.5531921031240415,0.15139116,0.6627054829024571,0.184204583424751
26,478,478,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.3377551794052124,0.53374535,0.4849775693584338,0.4972098912884146,0.102936834,0.3575386497098321,0.22964129722794102
27,345,345,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.2362910747528076,0.5325463,0.38203103476788114,0.5655521015966241,0.119513854,0.1512699746729287,0.1712486922160818
28,795,795,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.2416931390762329,0.53197,0.8330162442869001,0.4888335701506007,0.13798332,1.0527374520900348,0.2364787935281847
29,611,611,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.32777180671691897,0.5318748,0.40875280495438665,0.5769442164196826,0.05365459,0.19891561733822338,0.178781735768113
30,501,501,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.3510587692260742,0.53178394,0.7035248085905148,0.4822564465959801,0.14004098,0.767699648282441,0.23700131460405102
31,71,71,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.35820841789245605,0.5275942,0.4010406509026856,0.5759286966227827,0.09149004,0.1849497753801393,0.16677776231848213
32,456,456,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3548137903213501,0.52544504,0.8072973606560396,0.48574610326719964,0.15834741,1.1702246159811533,0.23032456621478709
33,108,108,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.34045307636260985,0.5252917,0.36398202613405894,0.5808519073117149,0.07822679,0.06715307454838396,0.1672858967852784
34,511,511,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.33541944026947024,0.52354586,0.36505268054514184,0.5828811419629074,0.08171337,0.06679562134492462,0.16076677320337376
35,411,411,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.35557668209075927,0.5175589,0.7206159094811204,0.49582772575834094,0.14311357,0.7986300084333864,0.23116920145135414
36,547,547,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.334637713432312,0.51557094,0.4261702602445506,0.564793900228209,0.14470367,0.2703099926541606,0.18434855322884502
37,658,658,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.3472610950469971,0.5150136,0.3972387944182015,0.5781063766847847,0.106938094,0.16440223638737536,0.17719144304870366
38,381,381,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.33716230392456054,0.51386374,0.7094146023949176,0.42877159943633625,0.13199332,0.7517299965082807,0.26918159676574255
39,569,569,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.34247262477874757,0.51324254,0.45032376903284155,0.5059261281408993,0.1222259,0.24717152094756442,0.23322997461784048
40,284,284,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3404210090637207,0.51314116,0.6590587188180113,0.4964767814334958,0.16836691,0.8175034500711987,0.22536253473695014
41,277,277,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.33900744915008546,0.5126826,0.5108359810333534,0.5667724113648163,0.15452065,0.5279239145682404,0.18330579249914097
42,165,165,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.32726211547851564,0.5118278,0.37331869233406406,0.5761203902909207,0.11688358,0.09326423958219478,0.17900480151608353
43,29,29,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.3443243980407715,0.5099313,0.70041321390506,0.42523809233082066,0.14622582,0.7608318031072718,0.2660128327911412
44,694,694,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.3430306911468506,0.5066004,0.5252882367654141,0.4450095589236291,0.12879236,0.33956492033498153,0.2533970914503754
45,405,405,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.32837159633636476,0.5054079,1.17036126860704,0.4228076336475454,0.17061628,1.6550637566530724,0.2626558454016
46,481,481,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.33886873722076416,0.5053293,0.42491876794085953,0.501210023311718,0.16600516,0.24380803545329052,0.23543300980728304
47,267,267,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.322638726234436,0.50438327,1.1268064185220907,0.49633670836968574,0.17312558,2.2971662919055906,0.2324213794638397
48,242,242,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.33302276134490966,0.5043601,0.45955147507552085,0.5053603788676485,0.13403894,0.28231383882540056,0.24383676987754904
49,537,537,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.33518328666687014,0.5036071,0.4302195273800587,0.5784044326149461,0.13983317,0.26060293409877444,0.17730973493678584
50,274,274,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3331756114959717,0.50251305,0.8587573338966926,0.49206527492346475,0.17179729,1.1448798877795952,0.2396295393960245
51,12,12,"{'min_samples': 5, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.34069902896881105,0.5019217,0.3856623829589395,0.519624632900568,0.1130812,0.09409654571484032,0.22639177664226875
52,793,793,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.23427319526672363,0.4998651,0.4628478145094877,0.5791840350884676,0.14740475,0.35805592699034433,0.1746908576023246
53,707,707,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.33621318340301515,0.49964458,0.4666205036601504,0.5140634444357437,0.11862966,0.2988221497312783,0.23348101095474572
54,908,908,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.22868092060089112,0.498466,1.4377650918165077,0.47981349509289634,0.22396618,2.2858753426894713,0.23259836701636075
55,879,879,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.22822532653808594,0.49414927,1.0013212932338518,0.4978338411769445,0.17663993,1.43422310731202,0.24392858151570124
56,184,184,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.3431586265563965,0.49188957,1.0599572299109759,0.4333746409401441,0.16961789,1.228120387871538,0.2655999712038439
57,240,240,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3308522939682007,0.49054155,0.44905908419597473,0.5166823764122292,0.12231003,0.25755498831352114,0.23779373888116248
58,69,69,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.36115312576293945,0.48867306,0.4334920003242372,0.5080856180819853,0.15790892,0.2374672442316982,0.2371962358734727
59,112,112,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.34881465435028075,0.4862895,0.835731263432135,0.43225917934522845,0.16864267,0.9571910193242116,0.26742362231395894
60,991,991,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.23530278205871583,0.48597512,1.1528021632167547,0.42170338337952773,0.18910268,1.2879492646951958,0.2644483379134451
61,668,668,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.31211299896240235,0.48590225,0.6958404802176429,0.4390117473328541,0.15189499,0.7692851091348821,0.26681523041836996
62,733,733,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.2270962953567505,0.48262215,0.7336812933563648,0.5192720192675917,0.15813957,1.1136633938890756,0.23109663970247063
63,364,364,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3750375032424927,0.4793071,0.9631758067948872,0.4330891770002445,0.17661,1.055400817001512,0.26473142887823625
64,953,953,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.22678720951080322,0.47167492,0.9140466866510678,0.4449508312708376,0.16880184,1.2352149483056531,0.26993955463375424
65,618,618,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3293172836303711,0.47017798,0.47186977960377013,0.5166759921780781,0.17877424,0.27368999852677645,0.23516645679611684
66,32,32,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.3599817752838135,0.46503562,1.0912967955005861,0.4328344629457896,0.18652657,1.1831730844200876,0.277880553968189
67,535,535,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.34040541648864747,0.4650243,1.2217897833046036,0.4304080253073487,0.1882592,1.5632712966304994,0.2785687569006443
68,144,144,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.2546327829360962,0.46433082,0.7632235150984403,0.44200464923459837,0.18965699,0.905165873615475,0.26111691798482
69,309,309,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.2360004425048828,0.46393666,0.6981421956847279,0.5021717264976332,0.1904566,0.8286569317398891,0.24554064568664913
70,251,251,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.3253819942474365,0.4622559,1.1132576316601934,0.32867694325676367,0.14436083,1.133623266128553,0.2892735091421676
71,90,90,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.34140968322753906,0.46176037,0.95695579190244,0.37226007720649,0.16691343,1.0738425364486472,0.28451410958679796
72,967,967,"{'min_samples': 10, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.22588961124420165,0.4596161,0.52145808568856,0.5186494736149926,0.18036129,0.3643213849400413,0.2401756841640512
73,418,418,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.33498406410217285,0.45791754,1.0178050931706804,0.36395230423625347,0.18808514,0.9162223992506268,0.2886049692916404
74,84,84,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.350178861618042,0.45122823,0.9327501507823441,0.3183213085424864,0.16929998,0.8233912105064111,0.2756497854353581
75,688,688,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.324853253364563,0.45115384,1.3853644241559673,0.4321128880826552,0.21054342,1.7559571758703247,0.2736516870911573
76,584,584,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.33145430088043215,0.44773728,1.2851464305555507,0.3683657368188566,0.2000421,1.6397370139673229,0.2884814051541987
77,355,355,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.24093313217163087,0.44570595,1.234548745382987,0.36387931483116814,0.20891736,1.2093401011279306,0.2871916646300697
78,219,219,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.34703383445739744,0.44441858,1.1800206745513333,0.3666640854372929,0.19579685,1.1404140762247392,0.29278590045638425
79,234,234,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.34455487728118894,0.43421054,1.5059933039199849,0.3728692232308256,0.20706262,1.6255843606479299,0.2841169712190793
80,831,831,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.22670719623565674,0.432213,1.233325855332926,0.3248517939050501,0.1839402,1.4622359926383721,0.288729117835501
81,958,958,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.22778091430664063,0.43204603,1.4890079461510464,0.3734591218217448,0.21303636,1.6574238040983087,0.2886516397353809
82,651,651,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.28758769035339354,0.42993575,1.3523883536472434,0.31139356966518694,0.15982263,1.101025760667271,0.3017917551999643
83,763,763,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.22784485816955566,0.42898265,0.9584507934450782,0.3190839840121976,0.17263213,0.7536335426366716,0.2865782073872082
84,652,652,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.34408957958221437,0.42534128,1.3500780990029742,0.3072779232034071,0.19442098,1.3687725410677782,0.2872275495769872
85,319,319,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.23619182109832765,0.42441005,1.2348044969386627,0.316680180394929,0.17301977,1.1620536529134247,0.2977382590766134
86,37,37,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.35274972915649416,0.42321914,1.5880088204352032,0.3616213761224866,0.2336505,1.6220131343712851,0.2848971414733476
87,448,448,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.34369845390319825,0.41329128,1.5014375961967787,0.30196409096564514,0.20488934,1.2413227670292297,0.29380916378903615
88,884,884,"{'min_samples': 25, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.24117987155914306,0.40522847,1.3179697344280559,0.3055198431048096,0.19662939,1.0320670056265495,0.29647958716754025
89,866,866,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.2336576223373413,0.40407982,1.5406036110270949,0.2553875712276667,0.16943884,1.3272056039204096,0.2874272177887562
90,482,482,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.36300370693206785,0.40381795,1.4485989011269553,0.31381844938206643,0.18684709,1.359400969866797,0.2985889029753823
91,859,859,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.23115365505218505,0.40217894,1.5425880074120173,0.37351006355388605,0.21967469,1.5395085420460641,0.29716675468926756
92,861,861,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.22376008033752443,0.40020496,1.5783124544298324,0.3119679607237468,0.20561129,1.5184988512242807,0.2931727939377312
93,555,555,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'eom'}",0.3482319116592407,0.38720793,1.7668857979277797,0.2592803397982998,0.18265507,1.3816579261712605,0.2872255990140613
94,496,496,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3498320341110229,0.3835529,1.9483511992273155,0.3146958882210976,0.22671744,1.9285702626333505,0.30087936938913934
95,863,863,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.24454259872436523,0.3793337,1.285999725722029,0.3236216809495629,0.20440117,1.185922982719123,0.29847209984598577
96,258,258,"{'min_samples': 25, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'leaf'}",0.34465436935424804,0.3774639,1.6225362063733073,0.19804284866741612,0.15721759,1.1206347505313408,0.2710919227104001
97,380,380,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.36052875518798827,0.37547332,1.3616373617386954,0.31342262248551966,0.21499823,1.1784421737783743,0.29783802008802046
98,263,263,"{'min_samples': 20, 'min_cluster_size': 10, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.3499705076217651,0.37546772,1.5484944487633914,0.2615130261085653,0.17661168,1.3793584812046367,0.2924002081315593
99,801,801,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 1.0, 'cluster_selection_method': 'eom'}",0.2399360418319702,0.3692688,1.9505104421401913,0.3248111593218844,0.21387039,1.9302227869429862,0.3075797579864275
100,183,183,"{'min_samples': 15, 'min_cluster_size': 10, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.3548149585723877,0.36786717,1.2943520728678475,0.31565565368853427,0.21117167,1.0315269138587697,0.3014502619325277
101,398,398,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.4, 'cluster_selection_method': 'eom'}",0.35887744426727297,0.36473855,1.8066539174463194,0.30881003971407633,0.23399681,1.5011334891539063,0.2967705907646904
102,918,918,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.2237323522567749,0.3618123,1.6328169552927476,0.25400905278392355,0.20572984,1.1860316988655577,0.2876079096797301
103,96,96,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.3354706048965454,0.351035,1.3947806593965624,0.25763455666636703,0.21397634,0.9574445672773249,0.28599215476391265
104,421,421,"{'min_samples': 5, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3436474561691284,0.35037813,1.8923273720483031,0.2581053900947793,0.22756246,1.6757961365928957,0.2798609675177721
105,472,472,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.33429646492004395,0.34443596,2.042912323592666,0.2568207254370435,0.20658056,1.65486325770129,0.2947265680348272
106,52,52,"{'min_samples': 10, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.3357827186584473,0.34117323,1.3750315930369061,0.20293124345319463,0.17102139,0.9361696272537334,0.26401098846203924
107,186,186,"{'min_samples': 15, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.329298996925354,0.3395007,1.9307416885361899,0.2507009301917331,0.21563472,1.5824809244609908,0.28711652708596264
108,189,189,"{'min_samples': 20, 'min_cluster_size': 20, 'cluster_selection_epsilon': 0.8, 'cluster_selection_method': 'leaf'}",0.36791532039642333,0.33870056,1.467543202765825,0.1895664533030445,0.18205734,0.9880002823818254,0.2634717237498165
109,285,285,"{'min_samples': 30, 'min_cluster_size': 30, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.35200037956237795,0.33711162,1.8792464079779507,0.1272126664941552,0.15455838,0.8875446801104621,0.2369392596887925
110,459,459,"{'min_samples': 65, 'min_cluster_size': 50, 'cluster_selection_epsilon': 0.6, 'cluster_selection_method': 'eom'}",0.3953224182128906,0.3341422,1.901461274112411,0.007169621100091274,0.025030753,0.1377933054366081,0.0024130175527811203
