sample_size,silhouette_score,davies_Bouldin,dunn_index,time_in_second
100,0.29467434,0.1946109400529528,1.4422489280095376,0.007380151748657226
1000,0.4025181,0.226138180599732,1.2612320306816918,0.07003881931304931
2000,0.4419404,0.45662810859309655,0.9135952558440851,0.18848211765289308
5000,0.48509344,0.5788766403729755,0.4317963456131171,1.0435560703277589
10000,0.55042565,0.6284109388142178,0.3419740505803858,4.660662341117859
20000,0.54915214,0.5641774351510592,0.3426371191098545,22.01931595802307
30000,0.500502,0.37784241363958593,0.4300617794179057,51.893692231178285
50000,0.54258937,0.00723247834129305,0.8630459598396116,124.79904770851135
